39.857
40
40.286
40.143
40
39.143
39.857
39.714
39.429
39.571
39.857
40.286
40
39.857
39.714
39.286
39.571
40.286
40.286
39.429
40
39.857
39.286
39.143
40.143
37.857
39.714
40.143
40.286
40
39.429
39.571
38.857
40
40.143
40.286
39.286
39.714
39.429
39.714
40.286
38.286
40
40
39.714
40.143
40.143
39.857
40
39.714
39.571
40.143
39.286
39.571
39.857
39.286
39.571
40.143
28.143
32.714
30.286
28.714
32.286
31.286
31.571
32.571
34.429
33.286
